,ID,Survey,Year,Month,Day,HKey,x,y,LonDeep,LatDeep,LonShallow,LatShallow,mean_CorDepthM,mean_bathy,mean_depthdiff,NumQuadrats,PYC
1748,1492_12,PAC 2019-021,2019,9,22,1492,688380.6547,1053949.615,-130.8124333,54.39318333,-130.8152,54.39104999,0,0.377523214,0.377523214,1,0
1749,1492_14,PAC 2019-021,2019,9,22,1492,688355.1905,1053920.18,-130.8124333,54.39318333,-130.8152,54.39104999,-1,-1.142705083,0.142705083,6,0
1750,1492_3,PAC 2019-021,2019,9,22,1492,688495.2437,1054082.071,-130.8124333,54.39318333,-130.8152,54.39104999,12,12.03859901,0.038599014,1,0
1751,1492_5,PAC 2019-021,2019,9,22,1492,688469.7795,1054052.636,-130.8124333,54.39318333,-130.8152,54.39104999,14,14.11944008,0.119440079,2,0
1752,1492_6,PAC 2019-021,2019,9,22,1492,688457.0473,1054037.919,-130.8124333,54.39318333,-130.8152,54.39104999,10,11.01041889,1.010418892,1,0
1753,1492_7,PAC 2019-021,2019,9,22,1492,688444.3152,1054023.202,-130.8124333,54.39318333,-130.8152,54.39104999,8.2,8.156986237,0.968602753,2,0
1754,1492_8,PAC 2019-021,2019,9,22,1492,688431.5831,1054008.484,-130.8124333,54.39318333,-130.8152,54.39104999,3.772727273,4.244348526,0.883794785,3,0
1755,1493_1,PAC 2019-021,2019,9,15,1493,688331.8437,1051873.409,-130.8129333,54.37355,-130.8150833,54.37586667,8,6.449635029,1.550364971,1,0
1756,1493_11,PAC 2019-021,2019,9,15,1493,688252.1755,1052048.862,-130.8129333,54.37355,-130.8150833,54.37586667,2,2.127675295,0.127675295,1,0
1757,1493_15,PAC 2019-021,2019,9,15,1493,688220.3082,1052119.044,-130.8129333,54.37355,-130.8150833,54.37586667,1,0.973463237,0.026536763,2,0
1758,1493_2,PAC 2019-021,2019,9,15,1493,688323.8769,1051890.954,-130.8129333,54.37355,-130.8150833,54.37586667,6,5.829638958,0.170361042,2,0
1759,1493_4,PAC 2019-021,2019,9,15,1493,688307.9433,1051926.045,-130.8129333,54.37355,-130.8150833,54.37586667,5,5.025027752,0.025027752,5,0
1760,1493_7,PAC 2019-021,2019,9,15,1493,688284.0428,1051978.681,-130.8129333,54.37355,-130.8150833,54.37586667,4,4.083022594,0.083022594,3,0
1761,1493_9,PAC 2019-021,2019,9,15,1493,688268.1091,1052013.772,-130.8129333,54.37355,-130.8150833,54.37586667,3,3.212031841,0.212031841,1,0
1762,1494_10,PAC 2019-021,2019,9,15,1494,688278.0871,1054308.095,-130.8140667,54.39461667,-130.8168667,54.39518334,5,5.290538311,0.290538311,1,0
1763,1494_11,PAC 2019-021,2019,9,15,1494,688260.6662,1054315.534,-130.8140667,54.39461667,-130.8168667,54.39518334,3,2.265227556,0.734772444,1,0
1764,1494_12,PAC 2019-021,2019,9,15,1494,688243.2453,1054322.973,-130.8140667,54.39461667,-130.8168667,54.39518334,-0.217391304,0.07510598,1.016327387,3,0
1765,1494_6,PAC 2019-021,2019,9,15,1494,688347.7707,1054278.34,-130.8140667,54.39461667,-130.8168667,54.39518334,13,13.6578083,0.657808304,9,0
1766,1494_7,PAC 2019-021,2019,9,15,1494,688330.3498,1054285.779,-130.8140667,54.39461667,-130.8168667,54.39518334,12,11.23505402,0.764945984,3,0
1767,1494_8,PAC 2019-021,2019,9,15,1494,688312.9289,1054293.218,-130.8140667,54.39461667,-130.8168667,54.39518334,10,11.0772686,1.0772686,1,0
1768,1494_9,PAC 2019-021,2019,9,15,1494,688295.508,1054300.656,-130.8140667,54.39461667,-130.8168667,54.39518334,7.941176471,8.144286156,1.008487421,2,0
1769,1495_10,PAC 2019-021,2019,9,15,1495,687013.3312,1056179.61,-130.8361834,54.41186666,-130.8376,54.41093334,-1,-0.615243018,0.384756982,2,0
1770,1495_11,PAC 2019-021,2019,9,15,1495,687000.2932,1056166.699,-130.8361834,54.41186666,-130.8376,54.41093334,-3.2,-1.664282799,1.535717201,2,0
1771,1495_3,PAC 2019-021,2019,9,15,1495,687104.5966,1056269.994,-130.8361834,54.41186666,-130.8376,54.41093334,13,14.23517895,1.235178947,1,0
1772,1495_4,PAC 2019-021,2019,9,15,1495,687091.5586,1056257.082,-130.8361834,54.41186666,-130.8376,54.41093334,11,10.99630642,0.003693581,1,0
1773,1495_5,PAC 2019-021,2019,9,15,1495,687078.5207,1056244.17,-130.8361834,54.41186666,-130.8376,54.41093334,8.076923077,7.808703423,0.765883299,3,0
1774,1495_6,PAC 2019-021,2019,9,15,1495,687065.4828,1056231.258,-130.8361834,54.41186666,-130.8376,54.41093334,6,5.702350616,0.297649384,1,0
1775,1495_8,PAC 2019-021,2019,9,15,1495,687039.407,1056205.434,-130.8361834,54.41186666,-130.8376,54.41093334,0,-0.079714946,0.079714946,3,0
1776,1495_9,PAC 2019-021,2019,9,15,1495,687026.3691,1056192.522,-130.8361834,54.41186666,-130.8376,54.41093334,1,1.324957609,0.324957609,2,0
1777,1496_1,PAC 2019-021,2019,9,16,1496,692876.3305,1056156.017,-130.7467833,54.41451667,-130.7452333,54.41531668,11,8.597042084,2.402957916,1,0
1778,1496_10,PAC 2019-021,2019,9,16,1496,693010.6664,1056260.302,-130.7467833,54.41451667,-130.7452333,54.41531668,-2,-2.612044573,0.612044573,1,0
1779,1496_11,PAC 2019-021,2019,9,16,1496,693025.5927,1056271.889,-130.7467833,54.41451667,-130.7452333,54.41531668,-3,-3.369999886,0.369999886,1,0
1780,1496_3,PAC 2019-021,2019,9,16,1496,692906.1829,1056179.191,-130.7467833,54.41451667,-130.7452333,54.41531668,5.93877551,5.800908089,0.595529186,4,0
1781,1496_4,PAC 2019-021,2019,9,16,1496,692921.1091,1056190.779,-130.7467833,54.41451667,-130.7452333,54.41531668,3,3.488100052,0.488100052,2,0
1782,1496_5,PAC 2019-021,2019,9,16,1496,692936.0354,1056202.366,-130.7467833,54.41451667,-130.7452333,54.41531668,4,3.499254942,0.500745058,1,0
1783,1496_6,PAC 2019-021,2019,9,16,1496,692950.9616,1056213.953,-130.7467833,54.41451667,-130.7452333,54.41531668,1,1.560837626,0.560837626,1,0
1784,1496_7,PAC 2019-021,2019,9,16,1496,692965.8878,1056225.54,-130.7467833,54.41451667,-130.7452333,54.41531668,2,1.854079604,0.145920396,2,0
1785,1496_8,PAC 2019-021,2019,9,16,1496,692980.814,1056237.127,-130.7467833,54.41451667,-130.7452333,54.41531668,0,-0.585037231,0.585037231,1,0
1786,1496_9,PAC 2019-021,2019,9,16,1496,692995.7402,1056248.715,-130.7467833,54.41451667,-130.7452333,54.41531668,-1,-1.026487231,0.026487231,1,0
1787,1497_1,PAC 2019-021,2019,9,22,1497,689209.6012,1056240.991,-130.8040667,54.41309999,-130.8045834,54.41348333,5.25,4.884989738,0.365010262,7,0
1788,1497_2,PAC 2019-021,2019,9,22,1497,689199.1467,1056256.414,-130.8040667,54.41309999,-130.8045834,54.41348333,4,4.707744598,0.707744598,2,0
1789,1497_3,PAC 2019-021,2019,9,22,1497,689188.6922,1056271.836,-130.8040667,54.41309999,-130.8045834,54.41348333,1.956521739,2.111210108,1.004835222,2,0
1790,1497_5,PAC 2019-021,2019,9,22,1497,689167.7832,1056302.682,-130.8040667,54.41309999,-130.8045834,54.41348333,-1,-0.202740431,0.797259569,1,0
1791,1498_11,PAC 2019-021,2019,9,16,1498,695893.1202,1055734.905,-130.7016333,54.41126668,-130.7004833,54.41216666,-2,-1.561803222,0.438196778,1,0
1792,1498_3,PAC 2019-021,2019,9,16,1498,695797.302,1055622.13,-130.7016333,54.41126668,-130.7004833,54.41216666,15,15.10011101,0.84119606,3,0
1793,1498_4,PAC 2019-021,2019,9,16,1498,695809.2793,1055636.227,-130.7016333,54.41126668,-130.7004833,54.41216666,11.5,11.97896481,0.5,2,0
1794,1498_5,PAC 2019-021,2019,9,16,1498,695821.2566,1055650.324,-130.7016333,54.41126668,-130.7004833,54.41216666,8.8,8.524608612,0.904921722,2,0
1795,1498_6,PAC 2019-021,2019,9,16,1498,695833.2338,1055664.421,-130.7016333,54.41126668,-130.7004833,54.41216666,6,7.245325565,1.245325565,1,0
1796,1498_7,PAC 2019-021,2019,9,16,1498,695845.2111,1055678.518,-130.7016333,54.41126668,-130.7004833,54.41216666,4,4.251625061,0.251625061,1,0
1797,1498_8,PAC 2019-021,2019,9,16,1498,695857.1884,1055692.614,-130.7016333,54.41126668,-130.7004833,54.41216666,1.740740741,1.818208814,0.710436711,3,0
1798,1499_10,PAC 2019-021,2019,9,22,1499,694509.1783,1056856.406,-130.72055,54.42153333,-130.7232167,54.42156668,2.40625,2.270951748,0.457053453,3,0
1799,1499_11,PAC 2019-021,2019,9,22,1499,694490.0653,1056858.097,-130.72055,54.42153333,-130.7232167,54.42156668,0,0.453893155,0.453893155,1,0
1800,1499_5,PAC 2019-021,2019,9,22,1499,694604.7434,1056847.95,-130.72055,54.42153333,-130.7232167,54.42156668,12.27659574,12.98823166,0.71814606,4,0
1801,1499_6,PAC 2019-021,2019,9,22,1499,694585.6304,1056849.641,-130.72055,54.42153333,-130.7232167,54.42156668,10.5952381,10.76505947,0.449512482,5,0
1802,1499_7,PAC 2019-021,2019,9,22,1499,694566.5174,1056851.332,-130.72055,54.42153333,-130.7232167,54.42156668,8.642857143,8.367064476,0.537981578,3,0
1803,1499_8,PAC 2019-021,2019,9,22,1499,694547.4043,1056853.023,-130.72055,54.42153333,-130.7232167,54.42156668,7,6.243202686,0.756797314,2,0
1812,1500_10,PAC 2019-021,2019,9,15,1500,682797.8768,1057400.682,-130.9027,54.42033332,-130.9034833,54.41958332,-1.615384615,-1.950043917,0.591024515,3,0
1813,1500_2,PAC 2019-021,2019,9,15,1500,682884.0044,1057522.894,-130.9027,54.42033332,-130.9034833,54.41958332,13,13.58943462,0.589434624,1,0
1814,1500_4,PAC 2019-021,2019,9,15,1500,682862.4725,1057492.341,-130.9027,54.42033332,-130.9034833,54.41958332,12,12.179636,0.179636002,1,0
1815,1500_5,PAC 2019-021,2019,9,15,1500,682851.7065,1057477.064,-130.9027,54.42033332,-130.9034833,54.41958332,10.56363636,10.42593002,0.634678719,10,0
1816,1500_6,PAC 2019-021,2019,9,15,1500,682840.9406,1057461.788,-130.9027,54.42033332,-130.9034833,54.41958332,6.714285714,7.305110931,0.888634818,3,0
1817,1500_7,PAC 2019-021,2019,9,15,1500,682830.1746,1057446.512,-130.9027,54.42033332,-130.9034833,54.41958332,2.4375,3.744925737,1.307425737,2,0
1818,1500_9,PAC 2019-021,2019,9,15,1500,682808.6427,1057415.959,-130.9027,54.42033332,-130.9034833,54.41958332,0.333333333,0.008905151,0.336301717,3,0
1819,1501_10,PAC 2019-021,2019,9,22,1501,689559.8338,1057874.387,-130.80055,54.42643334,-130.8000834,54.42763335,-2,-1.276829839,0.723170161,1,0
1820,1501_11,PAC 2019-021,2019,9,22,1501,689565.3856,1057893.018,-130.80055,54.42643334,-130.8000834,54.42763335,-3,-3.207828522,0.207828522,1,0
1821,1501_3,PAC 2019-021,2019,9,22,1501,689520.9713,1057743.968,-130.80055,54.42643334,-130.8000834,54.42763335,10,9.701807022,0.298192978,1,0
1822,1501_4,PAC 2019-021,2019,9,22,1501,689526.5231,1057762.599,-130.80055,54.42643334,-130.8000834,54.42763335,13.6,11.35008717,2.249912834,2,0
1823,1501_5,PAC 2019-021,2019,9,22,1501,689532.0749,1057781.23,-130.80055,54.42643334,-130.8000834,54.42763335,11,11.17734623,0.17734623,1,0
1824,1501_6,PAC 2019-021,2019,9,22,1501,689537.6266,1057799.862,-130.80055,54.42643334,-130.8000834,54.42763335,8,8.737677574,0.737677574,1,0
1825,1501_7,PAC 2019-021,2019,9,22,1501,689543.1784,1057818.493,-130.80055,54.42643334,-130.8000834,54.42763335,7,6.553730965,0.446269035,1,0
1826,1501_8,PAC 2019-021,2019,9,22,1501,689548.7302,1057837.124,-130.80055,54.42643334,-130.8000834,54.42763335,4.157894737,4.31244278,0.95066693,2,0
1827,1501_9,PAC 2019-021,2019,9,22,1501,689554.282,1057855.755,-130.80055,54.42643334,-130.8000834,54.42763335,0.90625,0.892522752,0.794684656,4,0
1828,1502_1,PAC 2019-021,2019,9,22,1502,687990.3037,1058785.658,-130.8254667,54.4346,-130.8258666,54.43416665,11.72727273,11.75672531,0.933652358,2,0
1829,1502_3,PAC 2019-021,2019,9,22,1502,687971.8435,1058756.181,-130.8254667,54.4346,-130.8258666,54.43416665,6,5.796949387,0.203050613,1,0
1830,1502_4,PAC 2019-021,2019,9,22,1502,687962.6134,1058741.443,-130.8254667,54.4346,-130.8258666,54.43416665,1.285714286,1.859155178,0.653923648,4,0
1831,1502_5,PAC 2019-021,2019,9,22,1502,687953.3833,1058726.704,-130.8254667,54.4346,-130.8258666,54.43416665,0,-0.064525358,0.064525358,1,0
1832,1502_6,PAC 2019-021,2019,9,22,1502,687944.1532,1058711.966,-130.8254667,54.4346,-130.8258666,54.43416665,-1,-1.438772321,0.438772321,3,0
1833,1502_7,PAC 2019-021,2019,9,22,1502,687934.923,1058697.227,-130.8254667,54.4346,-130.8258666,54.43416665,-4,-2.667009354,1.332990646,1,0
1834,1503_11,PAC 2019-021,2019,9,23,1503,692276.5105,1062501.441,-130.7604167,54.47081668,-130.7636,54.47065001,-1,-0.992075086,0.007924914,2,0
1835,1503_13,PAC 2019-021,2019,9,23,1503,692236.7355,1062500.53,-130.7604167,54.47081668,-130.7636,54.47065001,-3,-2.504263163,0.495736837,2,0
1836,1503_5,PAC 2019-021,2019,9,23,1503,692395.8358,1062504.172,-130.7604167,54.47081668,-130.7636,54.47065001,12,10.21640205,1.783597946,1,0
1837,1503_6,PAC 2019-021,2019,9,23,1503,692375.9483,1062503.716,-130.7604167,54.47081668,-130.7636,54.47065001,6.87628866,5.893637657,1.16690619,8,0
1838,1503_7,PAC 2019-021,2019,9,23,1503,692356.0607,1062503.261,-130.7604167,54.47081668,-130.7636,54.47065001,2.156626506,2.260717154,1.05968224,5,0
1839,1503_9,PAC 2019-021,2019,9,23,1503,692316.2856,1062502.351,-130.7604167,54.47081668,-130.7636,54.47065001,0,-0.640113831,0.640113831,4,0
1840,1504_4,PAC 2019-021,2019,9,22,1504,693022.3142,1059577.813,-130.74835,54.44521666,-130.7487333,54.44439999,14,13.63857365,0.669172689,10,0
1841,1504_5,PAC 2019-021,2019,9,22,1504,693016.0099,1059559.568,-130.74835,54.44521666,-130.7487333,54.44439999,11,10.43416119,0.896628289,3,0
1842,1504_6,PAC 2019-021,2019,9,22,1504,693009.7056,1059541.324,-130.74835,54.44521666,-130.7487333,54.44439999,7.388888889,7.866564751,0.581458833,2,0
1843,1504_7,PAC 2019-021,2019,9,22,1504,693003.4013,1059523.079,-130.74835,54.44521666,-130.7487333,54.44439999,5.181818182,4.746918678,1.046014786,2,0
1844,1504_8,PAC 2019-021,2019,9,22,1504,692997.097,1059504.835,-130.74835,54.44521666,-130.7487333,54.44439999,2,1.776898146,0.223101854,1,0
1845,1504_9,PAC 2019-021,2019,9,22,1504,692990.7927,1059486.59,-130.74835,54.44521666,-130.7487333,54.44439999,-1.44,-1.55511117,1.502204447,2,0
1846,1505_11,PAC 2019-021,2019,9,16,1505,694106.0627,1060396.051,-130.7311,54.4541,-130.7336833,54.45211668,0,0.16293554,0.16293554,1,0
1847,1505_19,PAC 2019-021,2019,9,16,1505,694005.6252,1060280.003,-130.7311,54.4541,-130.7336833,54.45211668,-3,-3.294902802,0.294902802,1,0
1848,1505_2,PAC 2019-021,2019,9,16,1505,694219.0549,1060526.604,-130.7311,54.4541,-130.7336833,54.45211668,8.25,9.379435539,1.232862949,6,0
1849,1505_3,PAC 2019-021,2019,9,16,1505,694206.5002,1060512.098,-130.7311,54.4541,-130.7336833,54.45211668,4.947368421,4.49076128,0.973197962,3,0
1850,1505_4,PAC 2019-021,2019,9,16,1505,694193.9455,1060497.592,-130.7311,54.4541,-130.7336833,54.45211668,2.411764706,2.533046007,0.505831648,5,0
1851,1505_6,PAC 2019-021,2019,9,16,1505,694168.8362,1060468.58,-130.7311,54.4541,-130.7336833,54.45211668,1,1.087013721,0.087013721,3,0
1852,1506_1,PAC 2019-021,2019,9,14,1506,680214.6296,1062563.273,-130.9496667,54.46376667,-130.9505,54.46366666,-1.461538462,-0.299243242,1.16229522,2,0
1853,1506_2,PAC 2019-021,2019,9,14,1506,680196.8991,1062560.877,-130.9496667,54.46376667,-130.9505,54.46366666,3,3.672633648,0.672633648,1,0
1854,1506_3,PAC 2019-021,2019,9,14,1506,680179.1687,1062558.48,-130.9496667,54.46376667,-130.9505,54.46366666,6.642857143,7.141833782,0.498976639,3,0
1855,1506_4,PAC 2019-021,2019,9,14,1506,680161.4382,1062556.084,-130.9496667,54.46376667,-130.9505,54.46366666,9,10.0369072,1.036907196,3,0
1856,1506_5,PAC 2019-021,2019,9,14,1506,680143.7078,1062553.688,-130.9496667,54.46376667,-130.9505,54.46366666,8,7.650522709,0.349477291,1,0
1857,1506_6,PAC 2019-021,2019,9,14,1506,680125.9773,1062551.291,-130.9496667,54.46376667,-130.9505,54.46366666,4.533333333,4.319934368,0.512004375,4,0
1858,1507_11,PAC 2019-021,2019,9,14,1507,681331.4336,1062850.214,-130.9305167,54.46599998,-130.9327833,54.46743333,0.346153846,0.494594455,0.498336755,3,0
1859,1507_13,PAC 2019-021,2019,9,14,1507,681306.9112,1062881.041,-130.9305167,54.46599998,-130.9327833,54.46743333,-1,-1.762320757,0.762320757,1,0
1860,1507_14,PAC 2019-021,2019,9,14,1507,681294.65,1062896.455,-130.9305167,54.46599998,-130.9327833,54.46743333,-3,-2.371504545,0.628495455,2,0
1861,1507_3,PAC 2019-021,2019,9,14,1507,681429.523,1062726.905,-130.9305167,54.46599998,-130.9327833,54.46743333,13,12.41670322,0.583296776,2,0
1862,1507_4,PAC 2019-021,2019,9,14,1507,681417.2619,1062742.319,-130.9305167,54.46599998,-130.9327833,54.46743333,8.333333333,9.975276947,1.641943614,2,0
1863,1507_5,PAC 2019-021,2019,9,14,1507,681405.0007,1062757.732,-130.9305167,54.46599998,-130.9327833,54.46743333,4.719512195,3.790539742,0.928972454,10,0
1864,1507_6,PAC 2019-021,2019,9,14,1507,681392.7395,1062773.146,-130.9305167,54.46599998,-130.9327833,54.46743333,2,2.602440119,0.602440119,1,0
1865,1507_8,PAC 2019-021,2019,9,14,1507,681368.2171,1062803.973,-130.9305167,54.46599998,-130.9327833,54.46743333,3,2.9948318,0.0051682,2,0
1866,1508_1,PAC 2019-021,2019,9,14,1508,679628.005,1061719.627,-130.9577,54.45608333,-130.96105,54.45743332,7,7.285069942,0.285069942,2,0
1867,1508_10,PAC 2019-021,2019,9,14,1508,679489.2773,1061831.29,-130.9577,54.45608333,-130.96105,54.45743332,3,3.178268433,0.178268433,3,0
1868,1508_12,PAC 2019-021,2019,9,14,1508,679458.449,1061856.105,-130.9577,54.45608333,-130.96105,54.45743332,4,3.68398428,0.31601572,3,0
1869,1508_13,PAC 2019-021,2019,9,14,1508,679443.0348,1061868.512,-130.9577,54.45608333,-130.96105,54.45743332,2,1.986131907,0.013868093,1,0
1870,1508_14,PAC 2019-021,2019,9,14,1508,679427.6206,1061880.919,-130.9577,54.45608333,-130.96105,54.45743332,1,1.122856855,0.122856855,2,0
1871,1508_17,PAC 2019-021,2019,9,14,1508,679381.378,1061918.14,-130.9577,54.45608333,-130.96105,54.45743332,-1,-1.245273232,0.245273232,1,0
1872,1508_2,PAC 2019-021,2019,9,14,1508,679612.5908,1061732.034,-130.9577,54.45608333,-130.96105,54.45743332,8,7.469979763,0.530020237,2,0
1873,1508_4,PAC 2019-021,2019,9,14,1508,679581.7624,1061756.848,-130.9577,54.45608333,-130.96105,54.45743332,6,6.620005608,0.620005608,2,0
1874,1508_5,PAC 2019-021,2019,9,14,1508,679566.3482,1061769.255,-130.9577,54.45608333,-130.96105,54.45743332,5,5.340250492,0.340250492,4,0
1875,1509_1,PAC 2019-021,2019,9,23,1509,692220.4323,1063065.742,-130.7649666,54.47566668,-130.7663333,54.47559999,11.02631579,10.33258057,1.517623098,6,0
1876,1509_2,PAC 2019-021,2019,9,23,1509,692202.8909,1063065.448,-130.7649666,54.47566668,-130.7663333,54.47559999,7.5,7.542558193,0.5,5,0
1877,1509_3,PAC 2019-021,2019,9,23,1509,692185.3494,1063065.154,-130.7649666,54.47566668,-130.7663333,54.47559999,6,5.254678249,0.745321751,2,0
1878,1509_4,PAC 2019-021,2019,9,23,1509,692167.8079,1063064.86,-130.7649666,54.47566668,-130.7663333,54.47559999,3.375,3.06720686,0.391801715,3,0
1879,1509_5,PAC 2019-021,2019,9,23,1509,692150.2664,1063064.566,-130.7649666,54.47566668,-130.7663333,54.47559999,1,0.470089465,0.529910535,2,0
1880,1509_6,PAC 2019-021,2019,9,23,1509,692132.725,1063064.273,-130.7649666,54.47566668,-130.7663333,54.47559999,-2,-2.129784346,0.129784346,1,0
1881,1509_8,PAC 2019-021,2019,9,23,1509,692097.642,1063063.685,-130.7649666,54.47566668,-130.7663333,54.47559999,-4,-3.369999886,0.630000114,1,0
1887,1510_1,PAC 2019-021,2019,9,20,1510,711217.5756,1063845.263,-130.4714667,54.49383332,-130.4689333,54.49425001,15,13.87825489,1.12174511,1,0
1888,1510_11,PAC 2019-021,2019,9,20,1510,711412.9476,1063887.657,-130.4714667,54.49383332,-130.4689333,54.49425001,-1,-1.040756583,0.040756583,3,1
1889,1510_2,PAC 2019-021,2019,9,20,1510,711237.1128,1063849.503,-130.4714667,54.49383332,-130.4689333,54.49425001,12.625,12.44067097,0.514832258,2,0
1890,1510_3,PAC 2019-021,2019,9,20,1510,711256.65,1063853.742,-130.4714667,54.49383332,-130.4689333,54.49425001,11,10.32474709,0.675252914,1,0
1891,1510_4,PAC 2019-021,2019,9,20,1510,711276.1872,1063857.981,-130.4714667,54.49383332,-130.4689333,54.49425001,8.555555556,8.497208595,0.500310156,2,0
1892,1510_5,PAC 2019-021,2019,9,20,1510,711295.7244,1063862.221,-130.4714667,54.49383332,-130.4689333,54.49425001,6.818181818,6.867138386,0.266366482,3,0
1893,1510_6,PAC 2019-021,2019,9,20,1510,711315.2616,1063866.46,-130.4714667,54.49383332,-130.4689333,54.49425001,5,5.099410057,0.099410057,1,0
1894,1510_7,PAC 2019-021,2019,9,20,1510,711334.7988,1063870.699,-130.4714667,54.49383332,-130.4689333,54.49425001,2,3.001427174,1.001427174,1,0
1895,1510_8,PAC 2019-021,2019,9,20,1510,711354.336,1063874.939,-130.4714667,54.49383332,-130.4689333,54.49425001,0.333333333,0.736397684,0.578799228,2,0
1896,1511_1,PAC 2019-021,2019,9,23,1511,692605.4329,1064264.894,-130.7594667,54.48638334,-130.7590666,54.48601665,10.08333333,8.851489067,1.586631378,5,0
1897,1511_2,PAC 2019-021,2019,9,23,1511,692613.6553,1064249.705,-130.7594667,54.48638334,-130.7590666,54.48601665,6,5.631175041,0.76330936,3,0
1898,1511_5,PAC 2019-021,2019,9,23,1511,692638.3223,1064204.138,-130.7594667,54.48638334,-130.7590666,54.48601665,1,0.988859653,0.011140347,1,0
1899,1511_7,PAC 2019-021,2019,9,23,1511,692654.767,1064173.759,-130.7594667,54.48638334,-130.7590666,54.48601665,-3,-1.838948965,1.161051035,2,0
1900,1512_1,PAC 2019-021,2019,9,20,1512,711264.2004,1065298.149,-130.47215,54.50668332,-130.4705167,54.50638332,11.18181818,10.8730917,0.626214374,3,0
1901,1512_10,PAC 2019-021,2019,9,20,1512,711419.3437,1065237.89,-130.47215,54.50668332,-130.4705167,54.50638332,-1,-1.012461185,0.012461185,1,0
1902,1512_12,PAC 2019-021,2019,9,20,1512,711453.82,1065224.499,-130.47215,54.50668332,-130.4705167,54.50638332,-2.263157895,-1.383933902,0.879223993,5,0
1903,1512_2,PAC 2019-021,2019,9,20,1512,711281.4385,1065291.454,-130.47215,54.50668332,-130.4705167,54.50638332,8,9.034321785,1.034321785,1,0
1904,1512_3,PAC 2019-021,2019,9,20,1512,711298.6767,1065284.758,-130.47215,54.50668332,-130.4705167,54.50638332,6.4,6.743811131,0.548762226,2,0
1905,1512_4,PAC 2019-021,2019,9,20,1512,711315.9148,1065278.063,-130.47215,54.50668332,-130.4705167,54.50638332,4.653846154,4.71305275,0.434445308,3,0
1906,1512_6,PAC 2019-021,2019,9,20,1512,711350.3911,1065264.672,-130.47215,54.50668332,-130.4705167,54.50638332,3,3.084936142,0.084936142,2,0
1907,1512_7,PAC 2019-021,2019,9,20,1512,711367.6293,1065257.977,-130.47215,54.50668332,-130.4705167,54.50638332,2,1.820883274,0.179116726,2,0
1908,1512_8,PAC 2019-021,2019,9,20,1512,711384.8674,1065251.281,-130.47215,54.50668332,-130.4705167,54.50638332,1,0.693447948,0.306552052,1,0
1909,1512_9,PAC 2019-021,2019,9,20,1512,711402.1056,1065244.586,-130.47215,54.50668332,-130.4705167,54.50638332,0,-0.487269759,0.487269759,1,0
1910,1513_3,PAC 2019-021,2019,9,23,1513,690752.7572,1063479.618,-130.7874833,54.47849998,-130.78865,54.47863334,8.276595745,8.951551437,1.739526749,5,0
1911,1513_5,PAC 2019-021,2019,9,23,1513,690717.7284,1063489.03,-130.7874833,54.47849998,-130.78865,54.47863334,3.353982301,2.284801722,1.16495461,8,0
1912,1513_6,PAC 2019-021,2019,9,23,1513,690700.214,1063493.736,-130.7874833,54.47849998,-130.78865,54.47863334,-1.576923077,-2.229807615,0.830621243,3,0
1913,1514_1,PAC 2019-021,2019,9,23,1514,687570.9898,1063244.939,-130.8364833,54.47418334,-130.8369834,54.47269999,11.5,12.26243973,0.762439728,2,0
1914,1514_10,PAC 2019-021,2019,9,23,1514,687526.8856,1063079.911,-130.8364833,54.47418334,-130.8369834,54.47269999,1.5,0.976475239,0.523524761,2,0
1915,1514_11,PAC 2019-021,2019,9,23,1514,687521.9852,1063061.575,-130.8364833,54.47418334,-130.8369834,54.47269999,-1,-1.412960529,0.412960529,1,0
1916,1514_3,PAC 2019-021,2019,9,23,1514,687561.1889,1063208.266,-130.8364833,54.47418334,-130.8369834,54.47269999,14,13.67027473,0.329725266,1,0
1917,1514_6,PAC 2019-021,2019,9,23,1514,687546.4875,1063153.257,-130.8364833,54.47418334,-130.8369834,54.47269999,13,13.05412579,0.054125786,1,0
1918,1514_7,PAC 2019-021,2019,9,23,1514,687541.587,1063134.921,-130.8364833,54.47418334,-130.8369834,54.47269999,9.133333333,9.436533928,0.678844643,4,0
1919,1514_8,PAC 2019-021,2019,9,23,1514,687536.6866,1063116.584,-130.8364833,54.47418334,-130.8369834,54.47269999,6.666666667,6.553908825,0.482030392,3,0
1920,1514_9,PAC 2019-021,2019,9,23,1514,687531.7861,1063098.248,-130.8364833,54.47418334,-130.8369834,54.47269999,3.95,3.896183491,0.591526604,3,0
1921,1515_3,PAC 2019-021,2019,9,23,1515,689076.1745,1064575.578,-130.8146,54.48730001,-130.8133,54.4868,15,15.60595608,0.605956078,1,0
1922,1515_4,PAC 2019-021,2019,9,23,1515,689090.6851,1064564.447,-130.8146,54.48730001,-130.8133,54.4868,14,13.33273125,0.667268753,1,0
1923,1515_5,PAC 2019-021,2019,9,23,1515,689105.1958,1064553.316,-130.8146,54.48730001,-130.8133,54.4868,9.231707317,9.896512985,1.176177699,7,0
1924,1515_6,PAC 2019-021,2019,9,23,1515,689119.7064,1064542.185,-130.8146,54.48730001,-130.8133,54.4868,6.387096774,4.822401047,1.741556168,8,0
1925,1515_7,PAC 2019-021,2019,9,23,1515,689134.2171,1064531.054,-130.8146,54.48730001,-130.8133,54.4868,2,2.553221703,0.553221703,1,0
1926,1515_8,PAC 2019-021,2019,9,23,1515,689148.7277,1064519.923,-130.8146,54.48730001,-130.8133,54.4868,1,0.822404027,0.177595973,1,0
